Rk,Team,Date,TD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C
2862,CAR,2019-12-22,0,Sun,15,16,@,IND,L 6-38,28,45,17,62.2,199,0,3,0.0,6.7,48.0,5,37,10.00,4.4,3.98,1.42,1.28,7.1
2863,DAL,2019-12-22,0,Sun,15,16,@,PHI,L 9-17,25,44,19,56.8,257,0,0,0.0,0.0,74.5,2,8,4.35,5.8,5.59,5.84,5.59,10.3
2864,HOU,2019-12-21,0,Sat,15,16,@,TAM,W 23-20,19,32,13,59.4,161,0,1,0.0,3.1,62.5,5,23,13.51,5.0,4.35,3.63,3.14,8.5
2865,IND,2019-12-16,0,Mon,14,15,@,NOR,L 7-34,18,34,16,52.9,159,0,0,0.0,0.0,66.4,1,6,2.86,4.7,4.54,4.68,4.54,8.8
2866,DEN,2019-12-15,0,Sun,14,15,@,KAN,L 3-23,18,40,22,45.0,199,0,1,0.0,2.5,50.8,2,9,4.76,5.0,4.74,3.85,3.67,11.1
2867,CIN,2019-12-08,0,Sun,13,14,@,CLE,L 19-27,23,39,16,59.0,272,0,1,0.0,2.6,71.3,2,16,4.88,7.0,6.63,5.82,5.54,11.8
2868,SEA,2019-12-08,0,Sun,13,14,@,LAR,L 12-28,22,36,14,61.1,202,0,1,0.0,2.8,69.8,5,43,12.20,5.6,4.93,4.36,3.83,9.2
2869,MIA,2019-12-08,0,Sun,13,14,@,NYJ,L 21-22,21,37,16,56.8,240,0,1,0.0,2.7,65.7,2,5,5.13,6.5,6.15,5.27,5.00,11.4
2870,WAS,2019-12-01,0,Sun,12,13,@,CAR,W 29-21,13,25,12,52.0,114,0,0,0.0,0.0,69.9,5,33,16.67,4.6,3.80,4.56,3.80,8.8
2871,NYJ,2019-12-01,0,Sun,12,13,@,CIN,L 6-22,28,48,20,58.3,209,0,0,0.0,0.0,71.4,4,30,7.69,4.4,4.02,4.35,4.02,7.5
2872,TAM,2019-12-01,0,Sun,12,13,@,JAX,W 28-11,21,33,12,63.6,241,0,0,0.0,0.0,89.0,4,27,10.81,7.3,6.51,7.30,6.51,11.5
2873,DEN,2019-11-24,0,Sun,11,12,@,BUF,L 3-20,10,25,15,40.0,49,0,1,0.0,4.0,32.4,4,33,13.79,2.0,1.69,0.16,0.14,4.9
2874,DAL,2019-11-24,0,Sun,11,12,@,NWE,L 9-13,19,33,14,57.6,212,0,1,0.0,3.0,64.2,0,0,0.00,6.4,6.42,5.06,5.06,11.2
2875,OAK,2019-11-24,0,Sun,11,12,@,NYJ,L 3-34,19,34,15,55.9,140,0,1,0.0,2.9,54.4,1,7,2.86,4.1,4.00,2.79,2.71,7.4
2876,JAX,2019-11-24,0,Sun,11,12,@,TEN,L 20-42,32,48,16,66.7,252,0,0,0.0,0.0,81.2,3,20,5.88,5.3,4.94,5.25,4.94,7.9
2877,IND,2019-11-21,0,Thu,11,12,@,HOU,L 17-20,16,25,9,64.0,121,0,0,0.0,0.0,76.9,1,8,3.85,4.8,4.65,4.84,4.65,7.6
2878,CIN,2019-11-17,0,Sun,10,11,@,OAK,L 10-17,13,31,18,41.9,73,0,1,0.0,3.2,39.0,5,42,13.89,2.4,2.03,0.90,0.78,5.6
2879,HOU,2019-11-17,0,Sun,10,11,@,BAL,L 7-41,18,30,12,60.0,110,0,1,0.0,3.3,61.7,7,59,18.92,3.7,2.97,2.17,1.76,6.1
2880,LAR,2019-11-10,0,Sun,9,10,@,PIT,L 12-17,22,42,20,52.4,218,0,3,0.0,7.1,40.1,4,25,8.70,5.2,4.74,1.98,1.80,9.9
2881,BUF,2019-11-10,0,Sun,9,10,@,CLE,L 16-19,22,41,19,53.7,260,0,0,0.0,0.0,73.8,1,6,2.38,6.3,6.19,6.34,6.19,11.8
2882,MIA,2019-11-10,0,Sun,9,10,@,IND,W 16-12,21,33,12,63.6,159,0,1,0.0,3.0,63.8,3,10,8.33,4.8,4.42,3.45,3.17,7.6
2883,WAS,2019-11-03,0,Sun,9,9,@,BUF,L 9-24,15,22,7,68.2,116,0,0,0.0,0.0,86.2,4,28,15.38,5.3,4.46,5.27,4.46,7.7
2884,CHI,2019-11-03,0,Sun,8,9,@,PHI,L 14-22,10,21,11,47.6,102,0,0,0.0,0.0,66.6,3,23,12.50,4.9,4.25,4.86,4.25,10.2
2885,CAR,2019-10-27,0,Sun,7,8,@,SFO,L 13-51,19,37,18,51.4,100,0,3,0.0,8.1,28.9,7,58,15.91,2.7,2.27,-0.95,-0.80,5.3
2886,DEN,2019-10-27,0,Sun,8,8,@,IND,L 13-15,20,32,12,62.5,166,0,0,0.0,0.0,76.8,3,8,8.57,5.2,4.74,5.19,4.74,8.3
2887,ARI,2019-10-27,0,Sun,8,8,@,NOR,L 9-31,19,34,15,55.9,197,0,0,0.0,0.0,75.6,4,23,10.53,5.8,5.18,5.79,5.18,10.4
2888,WAS,2019-10-24,0,Thu,8,8,@,MIN,L 9-19,15,21,6,71.4,131,0,1,0.0,4.8,74.1,4,32,16.00,6.2,5.24,4.10,3.44,8.7
2889,SFO,2019-10-20,0,Sun,6,7,@,WAS,W 9-0,12,21,9,57.1,146,0,1,0.0,4.8,59.8,2,5,8.70,7.0,6.35,4.81,4.39,12.2
2890,ARI,2019-10-20,0,Sun,7,7,@,NYG,W 27-21,14,21,7,66.7,89,0,0,0.0,0.0,78.3,2,15,8.70,4.2,3.87,4.24,3.87,6.4
2891,BAL,2019-10-20,0,Sun,7,7,@,SEA,W 30-16,9,20,11,45.0,141,0,0,0.0,0.0,69.4,1,2,4.76,7.1,6.71,7.05,6.71,15.7
2892,DET,2019-10-14,0,Mon,5,6,@,GNB,L 22-23,18,32,14,56.3,243,0,0,0.0,0.0,83.5,3,22,8.57,7.6,6.94,7.59,6.94,13.5
2893,CIN,2019-10-13,0,Sun,6,6,@,BAL,L 17-23,21,39,18,53.8,217,0,1,0.0,2.6,61.4,2,18,4.88,5.6,5.29,4.41,4.20,10.3
2894,TEN,2019-10-13,0,Sun,6,6,@,DEN,L 0-16,20,34,14,58.8,165,0,3,0.0,8.8,39.7,7,42,17.07,4.9,4.02,0.88,0.73,8.3
2895,DAL,2019-10-13,0,Sun,6,6,@,NYJ,L 22-24,28,40,12,70.0,270,0,0,0.0,0.0,89.4,1,8,2.44,6.8,6.59,6.75,6.59,9.6
2896,SFO,2019-10-13,0,Sun,5,6,@,LAR,W 20-7,24,33,9,72.7,232,0,1,0.0,3.0,80.7,2,11,5.71,7.0,6.63,5.67,5.34,9.7
2897,CLE,2019-10-07,0,Mon,5,5,@,SFO,L 3-31,9,24,15,37.5,78,0,2,0.0,8.3,19.4,4,42,14.29,3.3,2.79,-0.50,-0.43,8.7
2898,NYJ,2019-10-06,0,Sun,4,5,@,PHI,L 6-31,15,26,11,57.7,61,0,2,0.0,7.7,37.3,10,59,27.78,2.3,1.69,-1.12,-0.81,4.1
2899,GNB,2019-10-06,0,Sun,5,5,@,DAL,W 34-24,22,34,12,64.7,215,0,0,0.0,0.0,85.2,2,23,5.56,6.3,5.97,6.32,5.97,9.8
2900,ARI,2019-10-06,0,Sun,5,5,@,CIN,W 26-23,20,32,12,62.5,248,0,0,0.0,0.0,87.1,1,5,3.03,7.8,7.52,7.75,7.52,12.4
2901,IND,2019-10-06,0,Sun,5,5,@,KAN,W 19-13,18,29,11,62.1,151,0,1,0.0,3.4,61.1,0,0,0.00,5.2,5.21,3.66,3.66,8.4
2902,CIN,2019-09-30,0,Mon,4,4,@,PIT,L 3-27,21,37,16,56.8,102,0,1,0.0,2.7,57.4,8,69,17.78,2.8,2.27,1.54,1.27,4.9
2903,NWE,2019-09-29,0,Sun,4,4,@,BUF,W 16-10,18,39,21,46.2,150,0,1,0.0,2.6,45.9,0,0,0.00,3.8,3.85,2.69,2.69,8.3
2904,CAR,2019-09-29,0,Sun,4,4,@,HOU,W 16-10,24,34,10,70.6,203,0,0,0.0,0.0,89.3,3,29,8.11,6.0,5.49,5.97,5.49,8.5
2905,MIN,2019-09-29,0,Sun,4,4,@,CHI,L 6-16,27,36,9,75.0,182,0,0,0.0,0.0,91.6,6,51,14.29,5.1,4.33,5.06,4.33,6.7
2906,KAN,2019-09-29,0,Sun,4,4,@,DET,W 34-30,24,42,18,57.1,315,0,0,0.0,0.0,81.0,0,0,0.00,7.5,7.50,7.50,7.50,13.1
2907,DAL,2019-09-29,0,Sun,4,4,@,NOR,L 10-12,22,33,11,66.7,212,0,1,0.0,3.0,73.2,1,11,2.94,6.4,6.24,5.06,4.91,9.6
2908,WAS,2019-09-29,0,Sun,4,4,@,NYG,L 3-24,15,28,13,53.6,121,0,4,0.0,14.3,28.6,3,23,9.68,4.3,3.90,-2.11,-1.90,8.1
2909,MIA,2019-09-22,0,Sun,3,3,@,DAL,L 6-31,20,41,21,48.8,211,0,0,0.0,0.0,66.0,3,18,6.82,5.1,4.80,5.15,4.80,10.6
2910,NYJ,2019-09-22,0,Sun,3,3,@,NWE,L 14-30,12,22,10,54.5,69,0,1,0.0,4.5,47.2,5,29,18.52,3.1,2.56,1.09,0.89,5.8
2911,DEN,2019-09-22,0,Sun,3,3,@,GNB,L 16-27,20,29,9,69.0,161,0,1,0.0,3.4,75.8,6,52,17.14,5.6,4.60,4.00,3.31,8.1
2912,BAL,2019-09-22,0,Sun,3,3,@,KAN,L 28-33,22,43,21,51.2,249,0,0,0.0,0.0,70.6,3,18,6.52,5.8,5.41,5.79,5.41,11.3
2913,TEN,2019-09-19,0,Thu,3,3,@,JAX,L 7-20,23,40,17,57.5,249,0,0,0.0,0.0,81.7,9,55,18.37,6.2,5.08,6.23,5.08,10.8
2914,LAC,2019-09-15,0,Sun,2,2,@,DET,L 10-13,21,36,15,58.3,287,0,1,0.0,2.8,73.0,1,6,2.70,8.0,7.76,6.72,6.54,13.7
2915,ARI,2019-09-15,0,Sun,2,2,@,BAL,L 17-23,25,40,15,62.5,329,0,0,0.0,0.0,90.5,3,20,6.98,8.2,7.65,8.23,7.65,13.2
2916,CHI,2019-09-15,0,Sun,2,2,@,DEN,W 16-14,16,27,11,59.3,120,0,0,0.0,0.0,70.0,0,0,0.00,4.4,4.44,4.44,4.44,7.5
2917,NOR,2019-09-15,0,Sun,2,2,@,LAR,L 9-27,20,35,15,57.1,187,0,1,0.0,2.9,62.0,2,16,5.41,5.3,5.05,4.06,3.84,9.4
2918,PIT,2019-09-08,0,Sun,1,1,@,NWE,L 3-33,27,47,20,57.4,276,0,1,0.0,2.1,65.6,1,0,2.08,5.9,5.75,4.91,4.81,10.2
2919,LAC,2019-01-06,0,Sun,1,18,@,BAL,W 23-17,22,32,10,68.8,154,0,0,0.0,0.0,80.2,1,6,3.03,4.8,4.67,4.81,4.67,7.0
2920,CIN,2018-12-30,0,Sun,16,17,@,PIT,L 13-16,12,24,12,50.0,71,0,0,0.0,0.0,60.2,4,24,14.29,3.0,2.54,2.96,2.54,5.9
2921,NYJ,2018-12-30,0,Sun,16,17,@,NWE,L 3-38,16,28,12,57.1,135,0,0,0.0,0.0,74.6,4,32,12.50,4.8,4.22,4.82,4.22,8.4
2922,CHI,2018-12-30,0,Sun,16,17,@,MIN,W 24-10,18,26,8,69.2,163,0,0,0.0,0.0,85.9,0,0,0.00,6.3,6.27,6.27,6.27,9.1
2923,OAK,2018-12-30,0,Sun,16,17,@,KAN,L 3-35,24,33,9,72.7,165,0,2,0.0,6.1,60.8,3,20,8.33,5.0,4.58,2.27,2.08,6.9
2924,JAX,2018-12-30,0,Sun,16,17,@,HOU,L 3-20,15,28,13,53.6,89,0,1,0.0,3.6,47.8,3,18,9.68,3.2,2.87,1.57,1.42,5.9
2925,JAX,2018-12-23,0,Sun,15,16,@,MIA,W 17-7,17,24,7,70.8,118,0,0,0.0,0.0,86.3,6,27,20.00,4.9,3.93,4.92,3.93,6.9
2926,NOR,2018-12-17,0,Mon,14,15,@,CAR,W 12-9,23,35,12,65.7,191,0,1,0.0,2.9,69.1,2,12,5.41,5.5,5.16,4.17,3.95,8.3
2927,GNB,2018-12-16,0,Sun,14,15,@,CHI,L 17-24,25,42,17,59.5,235,0,1,0.0,2.4,68.9,5,39,10.64,5.6,5.00,4.52,4.04,9.4
2928,TAM,2018-12-16,0,Sun,14,15,@,BAL,L 12-20,13,25,12,52.0,156,0,1,0.0,4.0,54.9,1,1,3.85,6.2,6.00,4.44,4.27,12.0
2929,TEN,2018-12-16,0,Sun,14,15,@,NYG,W 17-0,13,21,8,61.9,86,0,0,0.0,0.0,72.3,1,8,4.55,4.1,3.91,4.10,3.91,6.6
2930,DAL,2018-12-16,0,Sun,14,15,@,IND,L 0-23,24,39,15,61.5,180,0,1,0.0,2.6,64.7,3,26,7.14,4.6,4.29,3.46,3.21,7.5
2931,MIA,2018-12-16,0,Sun,14,15,@,MIN,L 17-41,11,24,13,45.8,37,0,0,0.0,0.0,59.0,9,71,27.27,1.5,1.12,1.54,1.12,3.4
2932,PHI,2018-12-16,0,Sun,14,15,@,LAR,W 30-23,24,31,7,77.4,270,0,1,0.0,3.2,89.4,0,0,0.00,8.7,8.71,7.26,7.26,11.3
2933,CAR,2018-12-09,0,Sun,13,14,@,CLE,L 20-26,27,43,16,62.8,297,0,1,0.0,2.3,73.6,1,1,2.27,6.9,6.75,5.86,5.73,11.0
2934,LAR,2018-12-09,0,Sun,13,14,@,CHI,L 6-15,21,45,24,46.7,162,0,4,0.0,8.9,21.3,3,25,6.25,3.6,3.38,-0.40,-0.38,7.7
2935,DET,2018-12-09,0,Sun,13,14,@,ARI,W 17-3,15,23,8,65.2,96,0,0,0.0,0.0,74.7,1,5,4.17,4.2,4.00,4.17,4.00,6.4
2936,WAS,2018-12-03,0,Mon,12,13,@,PHI,L 13-28,17,25,8,68.0,131,0,1,0.0,4.0,67.1,3,19,10.71,5.2,4.68,3.44,3.07,7.7
2937,NYJ,2018-12-02,0,Sun,12,13,@,TEN,L 22-26,17,30,13,56.7,124,0,1,0.0,3.3,53.2,2,4,6.25,4.1,3.88,2.63,2.47,7.3
2938,ARI,2018-12-02,0,Sun,12,13,@,GNB,W 20-17,11,26,15,42.3,133,0,0,0.0,0.0,61.2,2,16,7.14,5.1,4.75,5.12,4.75,12.1
2939,BAL,2018-12-02,0,Sun,12,13,@,ATL,W 26-16,15,26,11,57.7,159,0,0,0.0,0.0,76.9,2,8,7.14,6.1,5.68,6.12,5.68,10.6
2940,IND,2018-12-02,0,Sun,12,13,@,JAX,L 0-6,33,52,19,63.5,224,0,1,0.0,1.9,66.8,3,24,5.45,4.3,4.07,3.44,3.25,6.8
2941,DEN,2018-11-18,0,Sun,10,11,@,LAC,W 23-22,20,33,13,60.6,217,0,0,0.0,0.0,80.0,0,0,0.00,6.6,6.58,6.58,6.58,10.9
2942,DAL,2018-11-18,0,Sun,10,11,@,ATL,W 22-19,22,32,10,68.8,191,0,0,0.0,0.0,86.5,2,17,5.88,6.0,5.62,5.97,5.62,8.7
2943,PHI,2018-11-18,0,Sun,10,11,@,NOR,L 7-48,19,33,14,57.6,138,0,3,0.0,9.1,31.9,3,18,8.33,4.2,3.83,0.09,0.08,7.3
2944,NWE,2018-11-11,0,Sun,10,10,@,TEN,L 10-34,23,43,20,53.5,244,0,0,0.0,0.0,72.5,3,23,6.52,5.7,5.30,5.67,5.30,10.6
2945,MIA,2018-11-11,0,Sun,10,10,@,GNB,L 12-31,23,37,14,62.2,163,0,1,0.0,2.7,66.6,6,50,13.95,4.4,3.79,3.19,2.74,7.1
2946,NYJ,2018-11-04,0,Sun,9,9,@,MIA,L 6-13,21,39,18,53.8,202,0,4,0.0,10.3,31.8,4,27,9.30,5.2,4.70,0.56,0.51,9.6
2947,DET,2018-11-04,0,Sun,8,9,@,MIN,L 9-24,25,36,11,69.4,143,0,0,0.0,0.0,83.0,10,56,21.74,4.0,3.11,3.97,3.11,5.7
2948,OAK,2018-11-01,0,Thu,8,9,@,SFO,L 3-34,17,24,7,70.8,140,0,0,0.0,0.0,92.2,8,39,25.00,5.8,4.38,5.83,4.38,8.2
2949,NWE,2018-10-29,0,Mon,8,8,@,BUF,W 25-6,29,45,16,64.4,311,0,0,0.0,0.0,85.8,2,13,4.26,6.9,6.62,6.91,6.62,10.7
2950,BUF,2018-10-21,0,Sun,7,7,@,IND,L 5-37,20,31,11,64.5,168,0,3,0.0,9.7,39.8,2,7,6.06,5.4,5.09,1.06,1.00,8.4
2951,LAR,2018-10-14,0,Sun,6,6,@,DEN,W 23-20,14,28,14,50.0,174,0,1,0.0,3.6,58.8,5,27,15.15,6.2,5.27,4.61,3.91,12.4
2952,ARI,2018-10-14,0,Sun,6,6,@,MIN,L 17-27,21,31,10,67.7,208,0,1,0.0,3.2,77.4,4,32,11.43,6.7,5.94,5.26,4.66,9.9
2953,WAS,2018-10-08,0,Mon,4,5,@,NOR,L 19-43,23,39,16,59.0,244,0,1,0.0,2.6,69.9,3,31,7.14,6.3,5.81,5.10,4.74,10.6
2954,TEN,2018-10-07,0,Sun,5,5,@,BUF,L 12-13,14,26,12,53.8,121,0,1,0.0,3.8,51.6,2,8,7.14,4.7,4.32,2.92,2.71,8.6
2955,BAL,2018-10-07,0,Sun,5,5,@,CLE,L 9-12 (OT),29,57,28,50.9,294,0,1,0.0,1.8,59.0,2,4,3.39,5.2,4.98,4.37,4.22,10.1
2956,SEA,2018-09-30,0,Sun,4,4,@,ARI,W 20-17,19,26,7,73.1,160,0,0,0.0,0.0,90.5,2,12,7.14,6.2,5.71,6.15,5.71,8.4
2957,BUF,2018-09-30,0,Sun,4,4,@,GNB,L 0-22,16,33,17,48.5,87,0,2,0.0,6.1,36.3,7,64,17.50,2.6,2.18,-0.09,-0.08,5.4
2958,NOR,2018-09-30,0,Sun,4,4,@,NYG,W 33-18,19,34,15,55.9,219,0,0,0.0,0.0,76.5,1,8,2.86,6.4,6.26,6.44,6.26,11.5
2959,DEN,2018-09-23,0,Sun,3,3,@,BAL,L 14-27,22,34,12,64.7,173,0,1,0.0,2.9,67.3,3,19,8.11,5.1,4.68,3.76,3.46,7.9
2960,TEN,2018-09-23,0,Sun,3,3,@,JAX,W 9-6,13,21,8,61.9,83,0,0,0.0,0.0,75.1,3,25,12.50,4.0,3.46,3.95,3.46,6.4
2961,CHI,2018-09-23,0,Sun,3,3,@,ARI,W 16-14,24,35,11,68.6,194,0,1,0.0,2.9,73.5,3,26,7.89,5.5,5.11,4.26,3.92,8.1
2962,NYJ,2018-09-20,0,Thu,3,3,@,CLE,L 17-21,15,31,16,48.4,161,0,2,0.0,6.5,38.2,2,8,6.06,5.2,4.88,2.29,2.15,10.7
2963,ARI,2018-09-16,0,Sun,2,2,@,LAR,L 0-34,17,27,10,63.0,83,0,1,0.0,3.7,53.0,1,7,3.57,3.1,2.96,1.41,1.36,4.9
2964,TEN,2018-09-09,0,Sun,1,1,@,MIA,L 20-27,20,38,18,52.6,220,0,3,0.0,7.9,37.2,0,0,0.00,5.8,5.79,2.24,2.24,11.0
2965,CHI,2018-09-09,0,Sun,1,1,@,GNB,L 23-24,23,35,12,65.7,155,0,0,0.0,0.0,77.2,4,16,10.26,4.4,3.97,4.43,3.97,6.7
2966,BUF,2018-09-09,0,Sun,1,1,@,BAL,L 3-47,11,33,22,33.3,70,0,2,0.0,6.1,17.1,6,28,15.38,2.1,1.79,-0.61,-0.51,6.4
2967,DAL,2018-09-09,0,Sun,1,1,@,CAR,L 8-16,19,29,10,65.5,138,0,0,0.0,0.0,81.1,6,32,17.14,4.8,3.94,4.76,3.94,7.3
2968,ATL,2018-09-06,0,Thu,1,1,@,PHI,L 12-18,21,43,22,48.8,225,0,1,0.0,2.3,57.4,4,26,8.51,5.2,4.79,4.19,3.83,10.7
2969,BUF,2018-01-07,0,Sun,1,18,@,JAX,L 3-10,18,40,22,45.0,133,0,2,0.0,5.0,34.2,2,15,4.76,3.3,3.17,1.08,1.02,7.4
2970,NYJ,2017-12-31,0,Sun,16,17,@,NWE,L 6-26,19,36,17,52.8,207,0,0,0.0,0.0,72.9,4,25,10.00,5.8,5.18,5.75,5.18,10.9
2971,KAN,2017-12-31,0,Sun,16,17,@,DEN,W 27-24,22,36,14,61.1,269,0,1,0.0,2.8,74.3,2,15,5.26,7.5,7.08,6.22,5.89,12.2
2972,HOU,2017-12-31,0,Sun,16,17,@,IND,L 13-22,14,24,10,58.3,124,0,1,0.0,4.2,57.1,2,13,7.69,5.2,4.77,3.29,3.04,8.9
2973,CHI,2017-12-31,0,Sun,16,17,@,MIN,L 10-23,20,37,17,54.1,171,0,0,0.0,0.0,67.2,1,7,2.63,4.6,4.50,4.62,4.50,8.6
2974,WAS,2017-12-31,0,Sun,16,17,@,NYG,L 10-18,20,37,17,54.1,136,0,3,0.0,8.1,31.1,3,22,7.50,3.7,3.40,0.03,0.03,6.8
2975,JAX,2017-12-31,0,Sun,16,17,@,TEN,L 10-15,15,34,19,44.1,146,0,2,0.0,5.9,33.7,2,12,5.56,4.3,4.06,1.65,1.56,9.7
2976,DEN,2017-12-24,0,Sun,15,16,@,WAS,L 11-27,22,38,16,57.9,171,0,1,0.0,2.6,60.5,4,22,9.52,4.5,4.07,3.32,3.00,7.8
2977,CLE,2017-12-24,0,Sun,15,16,@,CHI,L 3-20,18,36,18,50.0,178,0,2,0.0,5.6,41.7,1,4,2.70,4.9,4.81,2.44,2.38,9.9
2978,NYG,2017-12-24,0,Sun,15,16,@,ARI,L 0-23,27,45,18,60.0,250,0,2,0.0,4.4,57.9,2,13,4.26,5.6,5.32,3.56,3.40,9.3
2979,BUF,2017-12-24,0,Sun,15,16,@,NWE,L 16-37,21,38,17,55.3,242,0,0,0.0,0.0,78.9,6,39,13.64,6.4,5.50,6.37,5.50,11.5
2980,CIN,2017-12-17,0,Sun,14,15,@,MIN,L 7-34,14,28,14,50.0,115,0,2,0.0,7.1,33.6,3,17,9.68,4.1,3.71,0.89,0.81,8.2
2981,ARI,2017-12-17,0,Sun,14,15,@,WAS,L 15-20,16,41,25,39.0,145,0,1,0.0,2.4,43.6,5,44,10.87,3.5,3.15,2.44,2.17,9.1
2982,DAL,2017-12-17,0,Sun,14,15,@,OAK,W 20-17,18,27,9,66.7,204,0,2,0.0,7.4,59.5,2,8,6.90,7.6,7.03,4.22,3.93,11.3
2983,MIA,2017-12-17,0,Sun,14,15,@,BUF,L 16-24,28,49,21,57.1,249,0,3,0.0,6.1,47.5,3,25,5.77,5.1,4.79,2.33,2.19,8.9
2984,NYJ,2017-12-10,0,Sun,13,14,@,DEN,L 0-23,8,21,13,38.1,41,0,1,0.0,4.8,26.5,4,19,16.00,2.0,1.64,-0.19,-0.16,5.1
2985,TEN,2017-12-10,0,Sun,13,14,@,ARI,L 7-12,16,31,15,51.6,139,0,2,0.0,6.5,39.6,3,20,8.82,4.5,4.09,1.58,1.44,8.7
2986,NWE,2017-12-03,0,Sun,12,13,@,BUF,W 23-3,21,30,9,70.0,244,0,1,0.0,3.3,82.4,3,14,9.09,8.1,7.39,6.63,6.03,11.6
2987,DEN,2017-12-03,0,Sun,12,13,@,MIA,L 9-35,19,41,22,46.3,167,0,3,0.0,7.3,30.5,3,33,6.82,4.1,3.80,0.78,0.73,8.8
2988,SFO,2017-12-03,0,Sun,12,13,@,CHI,W 15-14,26,37,11,70.3,278,0,1,0.0,2.7,82.4,2,15,5.13,7.5,7.13,6.30,5.97,10.7
2989,HOU,2017-11-27,0,Mon,11,12,@,BAL,L 16-23,22,37,15,59.5,237,0,2,0.0,5.4,57.5,2,15,5.13,6.4,6.08,3.97,3.77,10.8
2990,CAR,2017-11-26,0,Sun,11,12,@,NYJ,W 35-27,11,28,17,39.3,154,0,0,0.0,0.0,59.8,3,14,9.68,5.5,4.97,5.50,4.97,14.0
2991,TAM,2017-11-26,0,Sun,11,12,@,ATL,L 20-34,27,44,17,61.4,279,0,0,0.0,0.0,80.0,1,4,2.22,6.3,6.20,6.34,6.20,10.3
2992,CLE,2017-11-26,0,Sun,11,12,@,CIN,L 16-30,18,32,14,56.3,236,0,0,0.0,0.0,83.9,4,32,11.11,7.4,6.56,7.38,6.56,13.1
2993,CHI,2017-11-26,0,Sun,11,12,@,PHI,L 3-31,17,33,16,51.5,134,0,2,0.0,6.1,38.3,2,13,5.71,4.1,3.83,1.33,1.26,7.9
2994,JAX,2017-11-26,0,Sun,11,12,@,ARI,L 24-27,19,33,14,57.6,128,0,1,0.0,3.0,57.6,3,32,8.33,3.9,3.56,2.52,2.31,6.7
2995,NYG,2017-11-23,0,Thu,11,12,@,WAS,L 10-20,13,27,14,48.1,86,0,1,0.0,3.7,44.2,4,27,12.90,3.2,2.77,1.52,1.32,6.6
2996,LAR,2017-11-19,0,Sun,10,11,@,MIN,L 7-24,23,37,14,62.2,209,0,0,0.0,0.0,79.2,2,16,5.13,5.6,5.36,5.65,5.36,9.1
2997,KAN,2017-11-19,0,Sun,10,11,@,NYG,L 9-12 (OT),27,41,14,65.9,229,0,3,0.0,7.3,49.8,1,1,2.38,5.6,5.45,2.29,2.24,8.5
2998,NOR,2017-11-12,0,Sun,9,10,@,BUF,W 47-10,18,25,7,72.0,184,0,0,0.0,0.0,92.7,0,0,0.00,7.4,7.36,7.36,7.36,10.2
2999,DAL,2017-11-12,0,Sun,9,10,@,ATL,L 7-27,20,30,10,66.7,126,0,0,0.0,0.0,82.1,8,50,21.05,4.2,3.32,4.20,3.32,6.3
3000,CIN,2017-11-05,0,Sun,8,9,@,JAX,L 7-23,10,18,8,55.6,119,0,0,0.0,0.0,79.9,2,17,10.00,6.6,5.95,6.61,5.95,11.9
3001,WAS,2017-11-05,0,Sun,8,9,@,SEA,W 17-14,21,31,10,67.7,193,0,0,0.0,0.0,91.7,6,54,16.22,6.2,5.22,6.23,5.22,9.2
3002,CHI,2017-10-29,0,Sun,8,8,@,NOR,L 12-20,14,32,18,43.8,150,0,1,0.0,3.1,46.9,2,14,5.88,4.7,4.41,3.28,3.09,10.7
3003,DAL,2017-10-29,0,Sun,7,8,@,WAS,W 33-19,14,22,8,63.6,138,0,0,0.0,0.0,82.2,2,5,8.33,6.3,5.75,6.27,5.75,9.9
3004,MIA,2017-10-26,0,Thu,7,8,@,BAL,L 0-40,25,44,19,56.8,151,0,2,0.0,4.5,47.2,3,25,6.38,3.4,3.21,1.39,1.30,6.0
3005,CAR,2017-10-22,0,Sun,7,7,@,CHI,L 3-17,21,34,13,61.8,185,0,2,0.0,5.9,54.9,5,26,12.82,5.4,4.74,2.79,2.44,8.8
3006,ARI,2017-10-22,0,Sun,7,7,@,LAR,L 0-33,15,32,17,46.9,171,0,2,0.0,6.3,39.6,3,17,8.57,5.3,4.89,2.53,2.31,11.4
3007,DEN,2017-10-22,0,Sun,6,7,@,LAC,L 0-21,25,35,10,71.4,182,0,1,0.0,2.9,74.3,5,25,12.50,5.2,4.55,3.91,3.43,7.3
3008,TEN,2017-10-22,0,Sun,7,7,@,CLE,W 12-9 (OT),21,34,13,61.8,189,0,0,0.0,0.0,78.4,2,14,5.56,5.6,5.25,5.56,5.25,9.0
3009,JAX,2017-10-08,0,Sun,5,5,@,PIT,W 30-9,8,14,6,57.1,82,0,1,0.0,7.1,48.2,2,13,12.50,5.9,5.13,2.64,2.31,10.3
3010,BAL,2017-10-08,0,Sun,5,5,@,OAK,W 30-17,19,26,7,73.1,222,0,0,0.0,0.0,98.6,0,0,0.00,8.5,8.54,8.54,8.54,11.7
3011,DET,2017-10-01,0,Sun,4,4,@,MIN,W 14-7,19,31,12,61.3,154,0,0,0.0,0.0,81.2,6,55,16.22,5.0,4.16,4.97,4.16,8.1
